"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstprl","trstlgl","lrscale","gincdif","imbgeco","brncntr","gndr","eduyrs","hinctnta","iphlppla","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",51680,"CH",1,1.0040357,0.54108554,0.5432692,6,7,3,2,7,1,1,12,4,3,0.0004059765,172,2157
"ESS11e02",11,"2.0","20.11.2024",51698,"CH",1,0.9777271,0.54108554,0.529034,7,7,5,1,9,1,2,9,2,1,0.0004059765,174,1721
"ESS11e02",11,"2.0","20.11.2024",51731,"CH",1,0.8181816,0.54108554,0.44270623,7,8,7,2,7,1,1,10,8,2,0.0004059765,171,1653
"ESS11e02",11,"2.0","20.11.2024",51750,"CH",1,0.9542098,0.54108554,0.51630914,5,5,6,1,10,1,2,12,2,2,0.0004059765,174,2781
"ESS11e02",11,"2.0","20.11.2024",51757,"CH",1,1.3006833,0.54108554,0.7037809,4,10,7,4,8,1,2,13,77,1,0.0004059765,176,2009
"ESS11e02",11,"2.0","20.11.2024",51766,"CH",1,0.8915458,0.54108554,0.48240253,6,8,5,3,8,1,2,10,7,2,0.0004059765,170,1647
"ESS11e02",11,"2.0","20.11.2024",51773,"CH",1,0.8472403,0.54108554,0.4584295,4,5,3,3,8,1,2,14,6,1,0.0004059765,175,2066
"ESS11e02",11,"2.0","20.11.2024",51802,"CH",1,0.95031524,0.54108554,0.5142018,6,6,2,2,10,1,1,19,6,1,0.0004059765,174,1745
"ESS11e02",11,"2.0","20.11.2024",51814,"CH",1,0.8417825,0.54108554,0.45547634,7,7,3,2,6,2,2,12,8,3,0.0004059765,171,1718
"ESS11e02",11,"2.0","20.11.2024",51878,"CH",1,1.1539359,0.54108554,0.624378,9,8,5,2,7,2,2,14,8,1,0.0004059765,173,2853
"ESS11e02",11,"2.0","20.11.2024",51893,"CH",1,1.3426092,0.54108554,0.7264664,7,7,4,2,5,1,2,11,10,1,0.0004059765,172,2650
"ESS11e02",11,"2.0","20.11.2024",51944,"CH",1,1.0697783,0.54108554,0.57884157,2,3,5,3,7,2,2,9,3,66,0.0004059765,171,2646
"ESS11e02",11,"2.0","20.11.2024",51961,"CH",1,1.0692768,0.54108554,0.57857025,7,7,88,3,5,1,1,12,88,2,0.0004059765,170,2342
"ESS11e02",11,"2.0","20.11.2024",51977,"CH",1,1.1492254,0.54108554,0.6218292,0,0,2,1,8,2,1,22,7,3,0.0004059765,173,2706
"ESS11e02",11,"2.0","20.11.2024",51983,"CH",1,1.0564661,0.54108554,0.5716385,3,7,88,2,5,1,2,9,10,1,0.0004059765,172,2175
"ESS11e02",11,"2.0","20.11.2024",52006,"CH",1,1.182375,0.54108554,0.639766,4,6,3,3,8,1,2,18,8,1,0.0004059765,173,2325
"ESS11e02",11,"2.0","20.11.2024",52009,"CH",1,1.0697783,0.54108554,0.57884157,4,9,5,2,7,1,2,21,77,2,0.0004059765,171,1717
"ESS11e02",11,"2.0","20.11.2024",52011,"CH",1,0.8000064,0.54108554,0.4328719,4,4,5,2,7,2,1,9,2,2,0.0004059765,171,1789
"ESS11e02",11,"2.0","20.11.2024",52032,"CH",1,0.9292048,0.54108554,0.5027793,7,8,5,3,7,1,1,10,2,3,0.0004059765,174,1648
"ESS11e02",11,"2.0","20.11.2024",52040,"CH",1,0.8181816,0.54108554,0.44270623,8,10,8,2,8,1,1,9,6,3,0.0004059765,171,2099
"ESS11e02",11,"2.0","20.11.2024",52052,"CH",1,0.9292048,0.54108554,0.5027793,9,8,7,2,6,1,1,8,1,3,0.0004059765,174,1494
"ESS11e02",11,"2.0","20.11.2024",52062,"CH",1,0.86812145,0.54108554,0.46972796,10,9,5,1,7,2,2,17,3,1,0.0004059765,175,2100
"ESS11e02",11,"2.0","20.11.2024",52091,"CH",1,0.91351867,0.54108554,0.49429175,6,4,5,2,6,1,2,16,1,3,0.0004059765,170,1878
"ESS11e02",11,"2.0","20.11.2024",52162,"CH",1,1.0564661,0.54108554,0.5716385,3,8,8,2,4,2,2,9,5,2,0.0004059765,172,1800
"ESS11e02",11,"2.0","20.11.2024",52168,"CH",1,1.0697783,0.54108554,0.57884157,6,88,3,2,88,1,2,9,8,2,0.0004059765,171,2126
"ESS11e02",11,"2.0","20.11.2024",52170,"CH",1,0.91351867,0.54108554,0.49429175,8,8,5,2,8,2,2,12,1,1,0.0004059765,170,1780
"ESS11e02",11,"2.0","20.11.2024",52173,"CH",1,1.0268464,0.54108554,0.5556117,10,10,5,4,6,1,1,8,77,1,0.0004059765,172,2845
"ESS11e02",11,"2.0","20.11.2024",52179,"CH",1,0.88790655,0.54108554,0.4804334,8,2,7,3,5,1,1,9,5,3,0.0004059765,170,2050
"ESS11e02",11,"2.0","20.11.2024",52303,"CH",1,1.0040357,0.54108554,0.5432692,8,10,4,2,10,2,1,10,5,3,0.0004059765,172,2049
"ESS11e02",11,"2.0","20.11.2024",52312,"CH",1,1.1236963,0.54108554,0.60801584,3,6,10,2,5,2,1,12,6,2,0.0004059765,173,1952
"ESS11e02",11,"2.0","20.11.2024",52323,"CH",1,0.82503843,0.54108554,0.44641638,8,8,5,2,8,1,1,9,5,2,0.0004059765,175,2488
"ESS11e02",11,"2.0","20.11.2024",52328,"CH",1,0.8181816,0.54108554,0.44270623,7,7,6,4,5,2,1,16,5,2,0.0004059765,171,2721
"ESS11e02",11,"2.0","20.11.2024",52351,"CH",1,0.8215351,0.54108554,0.44452077,9,9,5,1,7,1,2,12,3,1,0.0004059765,171,1765
"ESS11e02",11,"2.0","20.11.2024",52438,"CH",1,0.82503843,0.54108554,0.44641638,6,8,4,4,9,1,1,38,10,4,0.0004059765,175,1497
"ESS11e02",11,"2.0","20.11.2024",52452,"CH",1,1.3426092,0.54108554,0.7264664,8,8,7,4,7,1,2,12,10,2,0.0004059765,172,2633
"ESS11e02",11,"2.0","20.11.2024",52472,"CH",1,0.88790655,0.54108554,0.4804334,9,8,3,5,7,1,1,12,4,2,0.0004059765,170,1592
"ESS11e02",11,"2.0","20.11.2024",52477,"CH",1,1.242544,0.54108554,0.67232263,8,9,7,2,7,1,2,10,88,1,0.0004059765,174,2329
"ESS11e02",11,"2.0","20.11.2024",52480,"CH",1,1.0161395,0.54108554,0.5498184,5,7,77,2,5,1,1,11,3,2,0.0004059765,175,2694
"ESS11e02",11,"2.0","20.11.2024",52509,"CH",1,1.3426092,0.54108554,0.7264664,6,7,4,2,7,2,2,11,9,3,0.0004059765,172,2673
"ESS11e02",11,"2.0","20.11.2024",52510,"CH",1,0.8215351,0.54108554,0.44452077,7,9,6,1,9,1,2,9,2,1,0.0004059765,171,1638
"ESS11e02",11,"2.0","20.11.2024",52530,"CH",1,1.2365973,0.54108554,0.66910493,6,6,3,4,7,1,1,15,8,2,0.0004059765,172,2775
"ESS11e02",11,"2.0","20.11.2024",52532,"CH",1,1.1236963,0.54108554,0.60801584,7,8,3,2,9,1,1,18,7,3,0.0004059765,173,1949
"ESS11e02",11,"2.0","20.11.2024",52576,"CH",1,1.1492254,0.54108554,0.6218292,8,7,7,2,7,2,1,11,6,2,0.0004059765,173,2119
"ESS11e02",11,"2.0","20.11.2024",52578,"CH",1,0.88790655,0.54108554,0.4804334,7,7,88,1,5,1,1,12,77,2,0.0004059765,170,1645
"ESS11e02",11,"2.0","20.11.2024",52592,"CH",1,0.8417825,0.54108554,0.45547634,5,4,3,1,7,1,2,10,10,4,0.0004059765,171,1535
"ESS11e02",11,"2.0","20.11.2024",52600,"CH",1,1.1444328,0.54108554,0.61923605,5,4,3,1,5,1,1,9,4,1,0.0004059765,174,2760
"ESS11e02",11,"2.0","20.11.2024",52644,"CH",1,0.8000064,0.54108554,0.4328719,8,7,5,1,8,1,1,9,4,1,0.0004059765,171,2037
"ESS11e02",11,"2.0","20.11.2024",52690,"CH",1,1.0040357,0.54108554,0.5432692,7,8,7,1,7,2,1,12,2,2,0.0004059765,172,2437
"ESS11e02",11,"2.0","20.11.2024",52739,"CH",1,0.84378225,0.54108554,0.45655838,5,7,5,4,88,2,1,17,4,3,0.0004059765,175,1775
"ESS11e02",11,"2.0","20.11.2024",52757,"CH",1,0.8181816,0.54108554,0.44270623,7,9,6,4,6,1,1,9,6,2,0.0004059765,171,2032
"ESS11e02",11,"2.0","20.11.2024",52791,"CH",1,1.0268464,0.54108554,0.5556117,6,8,6,4,6,1,1,9,6,1,0.0004059765,172,2472
"ESS11e02",11,"2.0","20.11.2024",52815,"CH",1,0.8417825,0.54108554,0.45547634,3,2,5,2,3,2,2,13,5,1,0.0004059765,171,2691
"ESS11e02",11,"2.0","20.11.2024",52833,"CH",1,1.182375,0.54108554,0.639766,7,8,3,1,10,1,2,9,77,3,0.0004059765,173,2435
"ESS11e02",11,"2.0","20.11.2024",52861,"CH",1,1.0268464,0.54108554,0.5556117,7,7,4,2,9,1,1,20,6,2,0.0004059765,172,2221
"ESS11e02",11,"2.0","20.11.2024",52889,"CH",1,1.1492254,0.54108554,0.6218292,8,88,7,5,9,2,1,22,8,2,0.0004059765,173,2716
"ESS11e02",11,"2.0","20.11.2024",52893,"CH",1,0.8215351,0.54108554,0.44452077,7,8,2,1,8,1,2,10,2,1,0.0004059765,171,1881
"ESS11e02",11,"2.0","20.11.2024",52907,"CH",1,1.1539359,0.54108554,0.624378,5,5,8,4,8,1,2,11,10,5,0.0004059765,173,1713
"ESS11e02",11,"2.0","20.11.2024",52914,"CH",1,0.8681827,0.54108554,0.46976113,9,9,6,5,7,1,1,17,9,2,0.0004059765,170,1501
"ESS11e02",11,"2.0","20.11.2024",52964,"CH",1,1.2365973,0.54108554,0.66910493,88,8,5,3,5,2,1,9,9,1,0.0004059765,172,2591
"ESS11e02",11,"2.0","20.11.2024",53008,"CH",1,0.84378225,0.54108554,0.45655838,3,4,6,3,9,2,1,13,9,2,0.0004059765,175,2262
"ESS11e02",11,"2.0","20.11.2024",53011,"CH",1,1.0692768,0.54108554,0.57857025,7,7,6,4,5,1,1,13,4,1,0.0004059765,170,2836
"ESS11e02",11,"2.0","20.11.2024",53016,"CH",1,0.8181816,0.54108554,0.44270623,3,3,7,2,7,2,1,9,3,2,0.0004059765,171,1993
"ESS11e02",11,"2.0","20.11.2024",53034,"CH",1,0.91351867,0.54108554,0.49429175,8,7,6,1,5,2,2,12,3,1,0.0004059765,170,1867
"ESS11e02",11,"2.0","20.11.2024",53067,"CH",1,1.5026201,0.54108554,0.81304604,7,5,4,2,8,2,2,10,9,1,0.0004059765,173,2686
"ESS11e02",11,"2.0","20.11.2024",53091,"CH",1,0.8915458,0.54108554,0.48240253,3,4,3,1,6,1,2,13,2,2,0.0004059765,170,1528
"ESS11e02",11,"2.0","20.11.2024",53096,"CH",1,0.8181816,0.54108554,0.44270623,3,4,7,2,88,1,1,11,2,2,0.0004059765,171,1510
"ESS11e02",11,"2.0","20.11.2024",53112,"CH",1,0.9853092,0.54108554,0.53313655,8,9,7,2,6,1,1,18,5,1,0.0004059765,171,2812
"ESS11e02",11,"2.0","20.11.2024",53159,"CH",1,0.9292048,0.54108554,0.5027793,8,8,7,1,8,2,1,5,3,2,0.0004059765,174,1711
"ESS11e02",11,"2.0","20.11.2024",53171,"CH",1,0.88790655,0.54108554,0.4804334,8,4,9,5,6,1,1,18,9,1,0.0004059765,170,2360
"ESS11e02",11,"2.0","20.11.2024",53183,"CH",1,0.8000064,0.54108554,0.4328719,7,6,4,2,6,1,1,13,6,2,0.0004059765,171,2165
"ESS11e02",11,"2.0","20.11.2024",53208,"CH",1,1.1539359,0.54108554,0.624378,5,7,8,8,88,1,2,12,77,3,0.0004059765,173,2852
"ESS11e02",11,"2.0","20.11.2024",53237,"CH",1,0.8417825,0.54108554,0.45547634,8,8,3,2,10,2,2,13,77,1,0.0004059765,171,2444
"ESS11e02",11,"2.0","20.11.2024",53252,"CH",1,0.8681827,0.54108554,0.46976113,10,77,10,2,6,1,1,9,4,2,0.0004059765,170,1830
"ESS11e02",11,"2.0","20.11.2024",53278,"CH",1,1.3839744,0.54108554,0.74884856,8,6,5,2,3,1,1,9,2,2,0.0004059765,173,2059
"ESS11e02",11,"2.0","20.11.2024",53377,"CH",1,1.0564661,0.54108554,0.5716385,7,8,3,1,7,2,2,12,8,1,0.0004059765,172,2554
"ESS11e02",11,"2.0","20.11.2024",53391,"CH",1,0.8181816,0.54108554,0.44270623,8,8,7,5,8,1,1,10,7,2,0.0004059765,171,2246
"ESS11e02",11,"2.0","20.11.2024",53411,"CH",1,1.182375,0.54108554,0.639766,8,9,2,1,7,1,2,19,3,1,0.0004059765,173,2608
"ESS11e02",11,"2.0","20.11.2024",53420,"CH",1,1.0268464,0.54108554,0.5556117,9,7,9,2,5,2,1,9,77,2,0.0004059765,172,1740
"ESS11e02",11,"2.0","20.11.2024",53428,"CH",1,0.9777271,0.54108554,0.529034,5,7,5,4,8,1,2,9,10,1,0.0004059765,174,2345
"ESS11e02",11,"2.0","20.11.2024",53455,"CH",1,1.0697783,0.54108554,0.57884157,2,0,8,2,5,1,2,9,3,3,0.0004059765,171,1563
"ESS11e02",11,"2.0","20.11.2024",53535,"CH",1,1.1444328,0.54108554,0.61923605,4,8,1,1,9,1,1,20,9,2,0.0004059765,174,2797
"ESS11e02",11,"2.0","20.11.2024",53551,"CH",1,0.95031524,0.54108554,0.5142018,6,9,6,2,8,2,1,13,10,3,0.0004059765,174,2203
"ESS11e02",11,"2.0","20.11.2024",53608,"CH",1,1.0268464,0.54108554,0.5556117,6,9,5,5,8,1,1,12,9,2,0.0004059765,172,2402
"ESS11e02",11,"2.0","20.11.2024",53647,"CH",1,0.9292048,0.54108554,0.5027793,2,3,4,2,5,1,1,4,77,1,0.0004059765,174,1681
"ESS11e02",11,"2.0","20.11.2024",53674,"CH",1,1.1032515,0.54108554,0.5969534,5,7,2,3,4,1,2,6,88,2,0.0004059765,175,2521
"ESS11e02",11,"2.0","20.11.2024",53677,"CH",1,0.8000064,0.54108554,0.4328719,7,6,8,3,7,1,1,9,5,2,0.0004059765,171,1922
"ESS11e02",11,"2.0","20.11.2024",53694,"CH",1,1.1609441,0.54108554,0.6281701,8,8,7,3,6,2,2,17,77,2,0.0004059765,170,2771
"ESS11e02",11,"2.0","20.11.2024",53735,"CH",1,1.1492254,0.54108554,0.6218292,7,4,6,4,4,1,1,9,7,2,0.0004059765,173,1480
"ESS11e02",11,"2.0","20.11.2024",53797,"CH",1,0.86812145,0.54108554,0.46972796,7,8,4,3,7,1,2,10,6,2,0.0004059765,175,2606
"ESS11e02",11,"2.0","20.11.2024",53815,"CH",1,1.1539359,0.54108554,0.624378,5,7,5,2,4,2,2,10,5,1,0.0004059765,173,1844
"ESS11e02",11,"2.0","20.11.2024",53824,"CH",1,1.2365973,0.54108554,0.66910493,8,8,8,1,8,1,1,9,4,2,0.0004059765,172,2528
"ESS11e02",11,"2.0","20.11.2024",53834,"CH",1,0.8181816,0.54108554,0.44270623,8,8,3,1,8,1,1,17,8,1,0.0004059765,171,2610
"ESS11e02",11,"2.0","20.11.2024",53870,"CH",1,0.88790655,0.54108554,0.4804334,9,6,77,4,5,2,1,12,77,2,0.0004059765,170,2109
"ESS11e02",11,"2.0","20.11.2024",53887,"CH",1,0.8000064,0.54108554,0.4328719,6,6,7,2,6,1,1,9,4,2,0.0004059765,171,1663
"ESS11e02",11,"2.0","20.11.2024",53891,"CH",1,0.8915458,0.54108554,0.48240253,4,9,5,1,9,1,2,10,77,3,0.0004059765,170,2531
"ESS11e02",11,"2.0","20.11.2024",53930,"CH",1,1.182375,0.54108554,0.639766,6,6,2,1,8,1,2,22,5,2,0.0004059765,173,1597
"ESS11e02",11,"2.0","20.11.2024",53933,"CH",1,1.0697783,0.54108554,0.57884157,3,3,4,3,9,1,2,10,6,2,0.0004059765,171,2556
"ESS11e02",11,"2.0","20.11.2024",53957,"CH",1,0.91351867,0.54108554,0.49429175,9,9,2,2,9,2,2,20,9,2,0.0004059765,170,2555
"ESS11e02",11,"2.0","20.11.2024",53964,"CH",1,0.8215351,0.54108554,0.44452077,7,4,8,2,7,1,2,9,1,1,0.0004059765,171,1957
"ESS11e02",11,"2.0","20.11.2024",53971,"CH",1,1.242544,0.54108554,0.67232263,7,7,7,2,5,1,2,9,6,2,0.0004059765,174,2527
"ESS11e02",11,"2.0","20.11.2024",54007,"CH",1,0.8181816,0.54108554,0.44270623,5,5,2,1,9,1,1,15,3,1,0.0004059765,171,2353
"ESS11e02",11,"2.0","20.11.2024",54024,"CH",1,0.8417825,0.54108554,0.45547634,2,5,5,1,2,1,2,9,5,1,0.0004059765,171,2505
"ESS11e02",11,"2.0","20.11.2024",54074,"CH",1,0.91351867,0.54108554,0.49429175,9,7,88,1,7,1,2,9,6,1,0.0004059765,170,1484
"ESS11e02",11,"2.0","20.11.2024",54089,"CH",1,1.0268464,0.54108554,0.5556117,8,9,2,1,9,1,1,25,7,2,0.0004059765,172,2034
"ESS11e02",11,"2.0","20.11.2024",54108,"CH",1,0.8417825,0.54108554,0.45547634,3,3,88,1,4,1,2,9,2,5,0.0004059765,171,2309
"ESS11e02",11,"2.0","20.11.2024",54172,"CH",1,0.86812145,0.54108554,0.46972796,7,8,6,2,7,1,2,10,4,1,0.0004059765,175,2661
"ESS11e02",11,"2.0","20.11.2024",54175,"CH",1,1.0692768,0.54108554,0.57857025,6,5,3,2,7,1,1,18,7,88,0.0004059765,170,2785
"ESS11e02",11,"2.0","20.11.2024",54191,"CH",1,0.9542098,0.54108554,0.51630914,7,9,2,3,10,1,2,9,7,1,0.0004059765,174,1924
"ESS11e02",11,"2.0","20.11.2024",54201,"CH",1,0.84378225,0.54108554,0.45655838,4,77,5,3,10,1,1,22,10,2,0.0004059765,175,2764
"ESS11e02",11,"2.0","20.11.2024",54212,"CH",1,0.8915458,0.54108554,0.48240253,6,7,5,2,6,1,2,18,9,3,0.0004059765,170,2302
"ESS11e02",11,"2.0","20.11.2024",54241,"CH",1,1.3426092,0.54108554,0.7264664,8,9,4,4,4,1,2,15,88,1,0.0004059765,172,2416
"ESS11e02",11,"2.0","20.11.2024",54246,"CH",1,0.8681827,0.54108554,0.46976113,8,9,10,3,7,1,1,16,8,3,0.0004059765,170,2245
"ESS11e02",11,"2.0","20.11.2024",54250,"CH",1,0.8181816,0.54108554,0.44270623,6,7,4,2,8,2,1,9,1,2,0.0004059765,171,2607
"ESS11e02",11,"2.0","20.11.2024",54260,"CH",1,1.0310553,0.54108554,0.55788916,88,3,7,2,5,1,2,9,77,2,0.0004059765,172,1980
"ESS11e02",11,"2.0","20.11.2024",54351,"CH",1,0.9853092,0.54108554,0.53313655,4,7,5,2,10,2,1,9,10,1,0.0004059765,171,2378
"ESS11e02",11,"2.0","20.11.2024",54394,"CH",1,1.3426092,0.54108554,0.7264664,7,7,5,4,4,1,2,9,88,2,0.0004059765,172,2283
"ESS11e02",11,"2.0","20.11.2024",54406,"CH",1,1.182375,0.54108554,0.639766,8,9,88,2,7,2,2,10,5,2,0.0004059765,173,1503
